"0";"KUGLARSTWO";" Przemiany, sztuczka";" 1 akcja";" 3 metry";" W, S";" Do 1 godziny";" Wywołujesz jeden z magicznych efektów:<br>1. Sensoryczny, np.: deszcz iskier, podmuch wiatru, muzyka lub dziwaczny zapach.<br>2. Natychmiast gasisz/zapalasz świecę, pochodnię lub małe ognisko.<br>3. Natychmiast oczyszczasz/brudzisz obiekt o objętości do 27 litrów.<br>4. Na godzinę schładzasz, podgrzewasz lub nadajesz smak nieożywionej materii o objętości do 27 litrów.<br>5. Sprawiasz, że na obiekcie lub powierzchni, na godzinę pojawia się określony kolor, znak lub symbol.<br>6. Tworzysz niemagiczną błyskotkę/iluzoryczny obraz, mieszczący się w twojej dłoni, będącą widoczną do twojej następnej tury.<br>Jeśli rzucisz to zaklęcie wiele razy, możesz jednocześnie utrzymać do trzech spośród nienatychmiastowych efektów, a w ramach akcji możesz odwołać pojedynczy efekt.";"Mag"
"3";"HIPNOTYCZNY WZÓR";" Iluzje, 3. krąg";" 1 akcja";" 36 metrów";" S, M (płonące kadzidełko albo kryształowa fiolka z fosforyzującą zawartością)";" Koncentracja, do 1 minuty";" Tworzysz wijący się barwny wzór, poruszający się w powietrzu w obrębie sześcianu o boku 9m. Wzór pojawia się na chwilę, po czym znika. Stworzenia w obszarze działania zaklęcia, które widzą wzór, muszą zdać rzut obronny na Mądrość, albo zostaną zauroczone na czas trwania zaklęcia. <br><br>Zauroczone istoty są traktowane jako obezwładnione, a ich szybkość wynosi 0.<br>Zauroczenie mija, jeśli istota otrzyma obrażenia albo ktoś przeznaczy swoją akcję, by wyrwać ją z otępienia.";"Mag"
"3";"JASNOWIDZENIE";" Wieszczenie, 3. krąg";" 10 minut";" 1,5 kilometra";" W, S, M (fokus o wartości co najmniej 100 sz – wysadzany klejnotami róg do słuchania, albo szklane oko do patrzenia)";" Koncentracja, do 10 minut";" Tworzysz niewidzialny czujnik w zasięgu czaru, w miejscu ci znajomym (odwiedzonym lub widzianym wcześniej), albo nieznanym, ale oczywistym (np. za drzwiami, za rogiem, w zagajniku). Czujnik  pozostanie tam przez czas trwania czaru. Nie można go zaatakować ani poddać żadnemu działaniu. <br>Podczas rzucania zaklęcia, określasz typ zmysłu, jakim ma dysponować czujnik - słuch czy wzrok. Możesz potem używać zmysłu czujnika tak, jakbyś był na jego miejscu. W ramach swojej akcji, możesz przełączać się między słuchaniem a<br>patrzeniem. <br>Istoty potrafiące dostrzec czujnik (np. mające zdolność prawdziwego widzenia lub korzystające z efektów czaru widzenia niewidzialnego), widzą świetlistą, niematerialną kulę wielkości twojej pięści.";"Mag"
"3";"JĘZYKI";" Wieszczenie, 3. krąg";" 1 akcja";" Dotyk";" W, M (mała gliniana figurka zigguratu)";" 1 godzina";" Dotykasz wybranej istoty i zapewniasz jej zdolność<br>rozumienia każdego języka. Ponadto, kiedy ona przemawia, rozumie ją każde słyszące ją stworzenie, które zna jakikolwiek język.";"Mag"
"3";"KRĄG MAGII";" Odpychanie, 3. krąg";" 1 minuta";" 3 metry";" W, S, M (woda święcona, albo sproszkowane srebro i żelazo o wartości co najmniej 100 sz)";" 1 godzina";" Tworzysz walec magicznej energii o średnicy 3m i wysokości 6m, umiejscowiony na ziemi w punkcie, który widzisz w zasięgu czaru.<br>Wybierz jeden lub więcej typów istot, spośród następujących: czarty, fey, niebianie, nieumarli lub żywiołaki. Krąg będzie na nie wpływał w następujący sposób:<br>*Istota nie może dobrowolnie wejść w obszar walca niemagicznymi sposobami. Jeśli próbuje użyć w tym celu teleportacji lub podróży między astralnej, musi najpierw wykonać udany rzut obronny na Charyzmę.<br>*Istota ma utrudnienie w testach ataku przeciw celom przebywającym wewnątrz walca...<br><br>Podręcznik gracza str.229<br>";"Mag"
"3";"KULA OGNIA";" Wywoływanie, 3. krąg";" 1 akcja";" 45 metrów";" W, S, M (niewielka kulka nietoperzowego guana i siarki)";" Natychmiastowy";" Z twojego palca wskazującego wystrzeliwuje jasna smuga, która we wskazanym miejscu w zasięgu czaru z rykiem rozwija się w ognistą eksplozję. Każda istota znajdująca się w obrębie sfery o promieniu 6 metrów ze środkiem we wskazanym punkcie musi wykonać rzut obronny na Zręczność.  W przypadku niepowodzenia otrzymuje 8k6 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę.<br><br>Ogień rozprzestrzenia się za rogi i załomy. Podpala łatwopalne obiekty, które nie są trzymane ani noszone.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. zwiększasz obrażenia o 1k6.";"Mag"
"3";"LOT";" Przemiany, 3. krąg";" 1 akcja";" Dotyk";" W, S, M (pióro ze skrzydła dowolnego ptaka)";" Koncentracja, do 1 minuty";" Dotykasz przychylnej istoty. Na czas trwania czaru, zyskuje ona szybkość lotu 18 metrów. Jeśli będzie w powietrzu, gdy czar dobiegnie końca, to spadnie, chyba, że będzie potrafiła temu zapobiec.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3., możesz objąć czarem jedną dodatkową istotę.";"Mag"
"3";"MIGNIĘCIE";" Przemiany, 3. krąg";" 1 akcja";" Na siebie";" W, S";" 1 minuta";" W czasie trwania czaru pod koniec każdej swojej tury rzucasz k20. Gdy wypadnie co najmniej 11, znikasz ze sfery egzystencji, w której przebywałeś, i pojawiasz się w Sferze Eterycznej. (Czar nie działa, a jego komórka zostaje zużyta, jeśli znajdujesz się tam w chwili rzucania). Na początku twojej następnej tury i na koniec czasu trwania zaklęcia, jeśli przebywasz w Sferze Eterycznej, powracasz na wybrane przez siebie wolne miejsce, które widzisz w obrębie 3 metrów od punktu swojego zniknięcia. Jeśli na tym obszarze nie ma wolnego miejsca, pojawiasz się w najbliższym dostępnym (ustalanym losowo, jeśli dwa wolne miejsca są jednakowo blisko). W ramach swojej akcji możesz zakończyć<br>zaklęcie. <br><br>Przebywając w Sferze Eterycznej, widzisz i słyszysz, co się dzieje w sferze, z której przybyłeś, choć obraz ten jawi się w szarych barwach i widzisz jedynie na odległość 18 metrów. Możesz wchodzić w interakcje jedynie z istotami również przebywającymi w Sferze Eterycznej. Istoty ze sfery, z której zniknąłeś, nie mogą cię dostrzec ani wejść z tobą w interakcję, chyba że dysponują pozwalającą na to zdolnością.";"Mag"
"3";"NADANIE WIADOMOŚCI";" Wywoływanie, 3. krąg";" 1 akcja";" Nieograniczony";" W, S, M (krótki kawałek cienkiego, miedzianego drutu)";" 1 runda";" Wysyłasz do znanej ci istoty krótką wiadomość, liczącą maksymalnie 25 słów. Usłyszy ją ona w głowie, a jeśli cię zna, rozpozna ciebie jako nadawcę. Może natychmiast udzielić ci odpowiedzi tą samą drogą. Zaklęcie umożliwia zrozumienie twojej wiadomości istotom o wartości Inteligencji co najmniej 1.<br><br>Wiadomość możesz nadać na dowolną odległość, również do innych sfer egzystencji, jednakże gdy adresat przebywa w innej sferze egzystencji, istnieje 5% ryzyka, że wiadomość nie dotrze.";"Mag"
"3";"NAŁOŻENIE KLĄTWY";" Nekromancja, 3. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 minuty";" Dotykasz stworzenia, które musi wykonać udany rzut obronny na Mądrość, albo zostanie przeklęte na czas trwania zaklęcia. Gdy rzucasz czar, ustalasz naturę klątwy: <br>1.Wybierasz dowolną cechę, w której testach i rzutach obronnych, przeklęta istota będzie miała utrudnienie. <br>2.Istota ma utrudnienie w testach ataku przeciw tobie. <br>3.Przeklęta istota na początku każdej swojej tury, wykonuje rzut obronny na Mądrość. W przypadku niepowodzenia, nie robi nic w ramach swojej akcji w tej turze. <br>4.Twoje ataki i zaklęcia zadają przeklętej istocie dodatkowe 1k8 obrażeń nekrotycznych. Efekt ten można usunąć czarem zdjęcie klątwy. Za zgodą<br>MP, możesz nałożyć klątwę o innym efekcie, przy czym nie powinien być on potężniejszy od tych opisanych powyżej. W kwestii działania takiej klątwy, decyzja należy do MP...<br><br>Podręcznik gracza str.237<br><br>";"Mag"
"3";"NIEWYKRYWALNOŚĆ";" Odpychanie, 3. krąg";" 1 akcja";" Dotyk";" W, S, M (szczypta diamentowego pyłu o wartości 25 sz, którym należy obsypać cel, zużywana przez zaklęcie)";" 8 godzin";" Na czas trwania zaklęcia, ukrywasz dotknięty cel przed magią wieszczenia. Celem może być przychylne stworzenie, miejsce albo obiekt, którego żaden z wymiarów nie przekracza 3 metrów.<br><br>Chronionego tym zaklęciem celu nie można objąć magią wieszczenia ani wykryć magicznymi czujnikami.";"Mag"
"3";"OCHRONA PRZED ENERGIĄ";" Odpychanie, 3. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Podczas trwania czaru, przychylne stworzenie jest odporne na obrażenia wybranego przez ciebie typu: od dźwięku, elektryczności, kwasy, ognia, albo zimna.";"Mag"
"3";"ODDYCHANIE POD WODĄ";" Przemiany, 3. krąg (rytuał)";" 1 akcja";" 9 metrów";" W, S, M (krótka trzcina lub kawałek słomy)";" 24 godziny";" Czar umożliwia oddychanie pod wodą dziesięciu wybranym, przychylnym istotom, które widzisz w zasięgu czaru. Istoty te mogą też nadal oddychać w normalny sposób.";"Mag"
"3";"PIORUN";" Wywoływanie, 3. krąg";" 1 akcja";" Na siebie (prosta o długości 30 metrów)";" W, S, M (odrobina futra oraz bursztynowy, kryształowy lub szklany pręt)";" Natychmiastowy";" Piorun uderza od ciebie w wybranym kierunku, tworząc prostą o długości 30 metrów i szerokości 1,5 metra. Każda istota, która się na niej znajdzie, wykonuje rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 8k6 obrażeń od elektryczności. Udany rzut zmniejsza obrażenia o połowę. <br><br>Piorun podpala łatwopalne rzeczy na swej drodze, o ile nie są przez kogoś trzymane lub noszone.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. zwiększasz obrażenia o 1k6.";"Mag"
"3";"POZÓR ŚMIERCI";" Nekromancja, 3. krąg (rytuał)";" 1 akcja";" Dotyk";" W, S, M (szczypta cmentarnej ziemi)";" 1 godzina";" Dotykasz przychylnej istoty i wprowadzasz ją w stan nieodróżnialny od śmierci. <br><br>Przez cały czas trwania czaru, lub do chwili, w której wykorzystasz swoją akcję na dotknięcie celu i zakończenie czaru, istota nim objęta wydaje się martwa, co wykazuje każde zewnętrzne badanie oraz zaklęcie określające stan celu. Istota jest oślepiona i obezwładniona, a jej szybkość spada do 0. Ma odporność na wszelkie obrażenia poza psychicznymi. <br><br>Jeżeli cel był chory lub zatruty podczas rzucania zaklęcia, albo został zarażony lub zatruty w trakcie jego trwania, to działanie choroby bądź trucizny zostaje wstrzymane do zakończenia czaru.";"Mag"
"3";"PRZECIWZAKLĘCIE";" Odpychanie, 3. krąg";" 1 reakcja podejmowana, gdy widzisz istotę rzucającą czar w obrębie 18 metrów";" 18 metrów";" S";" Natychmiastowy";" Próbujesz przerwać proces rzucania czaru przez inną istotę. Jeśli rzuca ona czar z kręgu 3. lub niższego, to jej zaklęcie kończy się fiaskiem i nie przynosi żadnych efektów. Jeśli jednak rzuca czar co najmniej 4. kręgu, wykonaj test swojej cechy bazowej. ST wynosi 10 + krąg czaru. Przy udanym teście, rozpraszasz rzucanie zaklęcia i nie przynosi ono żadnych efektów.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4. kręgu, przerwane zaklęcie nie przynosi efektów, jeśli jego krąg nie przewyższa tego, z którego rzucasz przeciwzaklęcie.";"Mag"
"3";"PRZYSPIESZENIE";" Przemiany, 3. krąg";" 1 akcja";" 9 metrów";" W, S, M (wiórek z korzenia lukrecji)";" Koncentracja, do 1 minuty";" Wybierz przychylną istotę, którą widzisz w zasięgu czaru. Podczas działania zaklęcia porusza się ona z podwójną szybkością, otrzymuje modyfikator +2 KP, ma ułatwienie w rzutach obronnych na Zręczność oraz zyskuje dodatkową akcję w każdej swojej turze. Akcja ta może zostać wykorzystana tylko jako: Atak (pojedynczy), Odstąpienie, Sprint, Ukrycie się lub Użycie obiektu.<br><br>Kiedy czar dobiegnie końca, jego cel nie może się poruszyć ani wykonać akcji do końca swojej następnej tury, ponieważ dogania go własne zmęczenie.";"Mag"
"3";"ROZPROSZENIE MAGII";" Odpychanie, 3. krąg";" 1 akcja";" 36 metrów";" W, S";" Natychmiastowy";" Wybierz jedną istotę, obiekt lub magiczny efekt w zasięgu czaru. Każde zaklęcie 3. lub niższego kręgu wpływające na nie, dobiega końca. Dla każdego zaklęcia z kręgu 4. lub wyższego, działającego na wybrany cel, wykonaj test swojej cechy bazowej o ST w wysokości 10 + krąg czaru. Po udanym rzucie, to zaklęcie zostaje rozproszone.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4. kręgu, automatycznie rozpraszasz działające na wybrany cel zaklęcia z kręgu równego, lub mniejszego niż ten, z którego rzucasz<br>rozproszenie magii.";"Mag"
"3";"SPOWOLNIENIE";" Przemiany, 3. krąg";" 1 akcja";" 36 metrów";" W, S, M (kropla melasy)";" Koncentracja do 1 minuty";" Przekształcasz czas wokół maksymalnie 6 wybranych istot znajdujących się na obszarze w kształcie sześcianu o boku 12 metrów i w zasięgu czaru. Każda z nich musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, zostanie objęta działaniem czaru na czas jego trwania. Szybkość istoty objętej czarem zostaje zmniejszona o połowę. Otrzymuje ona także modyfikator -2 do KP i rzutów obronnych na Zręczność, nie może też używać reakcji. W swojej turze może jedynie wykonać akcję albo akcję dodatkową, nigdy obie. Niezależnie. od swoich zdolności lub posiadanych magicznych, przedmiotów nie może w swojej turze wykonać więcej niż jednego ataku wręcz lub dystansowego. Jeżeli spowolniona istota próbuje rzucić zaklęcie, którego czas rzucania wynosi jedną akcję, rzuć k20. Wynik powyżej 10 oznacza, że zaklęcie nie przynosi efektu aż do następnej tury rzucającego, w której musi on je dokończyć. Jeśli tego nie zrobi, to zaklęcie zostaje zmarnowane. <br><br>Istota objęta działaniem tego czaru, pod koniec każdej ze swoich tur ponawia rzut obronny na Mądrość.. Sukces uwalnia ją spod działania czaru.";"Mag"
"3";"STRACH";" Iluzje, 3. krąg";" 1 akcja";" Na siebie (stożek o długości 8 metrów)";" W, S, M (białe piórko lub kurze serce)";" Koncentracja, do 1 minuty";" Tworzysz koszmarną projekcję najgorszych lęków innego stworzenia. Każda istota na obszarze stożka o długości 9m, musi wykonać rzut obronny na mądrość. W przypadku niepowodzenia, upuszcza trzymane rzeczy i staje się przerażona na czas działania czaru. <br>Przerażone stworzenie wykonuje z utrudnieniem wszystkie testy cech i testy ataku, jeśli źródło jej strachu znajduje się w zasięgu wzroku. Przerażone stworzenie nie może z własnej woli zbliżyć się do źródła swego strachu.<br><br>Istota przerażona tym czarem, musi w każdej swojej turze wykonać akcję Sprintu, by jak najbardziej oddalać się od ciebie najbezpieczniejszą możliwą drogą, chyba że nie ma dokąd uciec. Jeśli zakończysz swoją turę w miejscu, w którym nie ma cię już w zasięgu wzroku, może wykonać rzut obronny na Mądrość. Jeśli jej się powiedzie, wyzwala się spod efektu przerażenia.";"Mag"
"3";"ŚMIERDZĄCA CHMURA";" Przywoływanie, 3. krąg";" 1 akcja";" 27 metrów";" W, S, M (zgniłe jajo lub kilka liści skupni)";" Koncentracja, do 1 minuty";" Przywołujesz chmurę żółtego, obrzydliwego gazu, która przyjmuje kształt kuli o średnicy 6m i środka we wskazanym miejscu w zasięgu czaru. Chmura rozprzestrzenia się za rogi i załomy, tworzy obszar o słabej widoczności i unosi się<br>w powietrzu do końca działania zaklęcia.<br><br>Każde stworzenie znajdujące się w całości w chmurze, na początku swojej tury, musi wykonać rzut obronny na Kondycję przeciw truciźnie. W przypadku niepowodzenia, zużywa swoją akcję w tej turze na walkę z nudnościami i zawrotami głowy. Istoty, które nie muszą oddychać lub są<br>niepodatne na trucizny, odnoszą w tym rzucie automatyczny sukces.<br><br>Umiarkowany wiatr (co najmniej 15 km/h), rozwiewa chmurę w ciągu 4 rund. Silny wiatr (co najmniej 30km/h), rozwiewa ją w ciągu 1 rundy.";"Mag"
"3";"ŚNIEŻYCA";" Przywoływanie, 3. krąg";" 1 akcja";" 45 metrów";" W, S, M (szczypta pyłu lub kilka krople wody)";" Koncentracja (do 1 minuty)";" Marznący deszcz ze śniegiem pada podczas działania czaru na obszarze w kształcie cylindra o wysokości 6 metrów i promieniu 12 metrów, z punktem wyjścia we wskazanym miejscu w zasięgu czaru. Tworzy obszar pozbawiony<br>widoczności i gasi nieosłonięte płomienie.<br><br>Ziemia na obszarze czaru pokrywa się mokrym lodem, czyniącym z niej trudny teren. Stworzenie wchodzące w obszar czaru po raz pierwszy w swojej turze, lub rozpoczynające na nim swoją turę, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, zostaje powalone.<br><br>Istota rozpoczynająca swoją turę w obszarze objętym śnieżycą i koncentrująca się na zaklęciu, musi wykonać rzut obronny na Kondycję o ST rzutu obronnego przeciw twoim czarom. W przypadku niepowodzenia traci koncentrację.";"Mag"
"3";"WAMPIRYCZNY DOTYK";" Nekromancja, 3. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 1 minuty";" Dotyk twojej spowitej cieniem dłoni potrafi wyssać siły życiowe z innych, by cię uleczyć. Wykonaj atak wręcz czarem przeciw istocie w sferze ataku. Przy trafieniu zadajesz 3k6 obrażeń nekrotycznych i odzyskujesz punkty wytrzymałości w liczbie połowy zadanych obrażeń. W czasie działania czaru, możesz wykorzystywać akcje w swoich turach, by ponawiać ten atak.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3., zwiększasz zadawane obrażenia o 1k6.";"Mag"
"3";"WIDMOWY WIERZCHOWIEC";" Iluzje, 3. krąg (rytuał)";" 1 minuta";" 9 metrów";" W, S";" 1 godzina";" Duże, na wpół rzeczywiste stworzenie podobne do konia, pojawia się na ziemi w wybranym wolnym miejscu w zasięgu czaru. Sam decydujesz o wyglądzie istoty, ale jest ona wyposażona w siodło, uzdę i wędzidło. Jeżeli którykolwiek z tych elementów wyposażenia oddali się od wierzchowca na ponad 3 metry, znika w kłębie dymu.<br><br>Podczas działania czaru, wierzchowca możesz dosiadać ty lub wskazana przez ciebie istota. Stworzenie korzysta ze statystyk konia wierzchowego, z tą różnicą, że ma szybkość<br>30 metrów i może podróżować z prędkością 15 km/h (lub 20 km/h szybkim tempem).<br><br>Kiedy zaklęcie się kończy, wierzchowiec stopniowo znika, dając jeźdźcowi minutę na zejście ze swojego grzbietu.<br><br>Czar kończy się także, gdy odwołasz wierzchowca w ramach swojej akcji, albo gdy otrzyma on obrażenia.";"Mag"
"3";"WIĘKSZY OBRAZ";" Iluzje, 3. krąg";" 1 akcja";" 36 metrów";" W, S, M (odrobina runa)";" Koncentracja, do 10 minut";" Tworzysz iluzoryczny obraz obiektu, istoty, itp., mieszczący się w sześcianie o boku 6m.Obraz pojawia się w miejscu, które widzisz w zasięgu, i istnieje przez cały czas trwania czaru. Iluzja zawiera dźwięki, zapachy i odczucia temperatury odpowiednie dla kopiowanej rzeczy. Nie możesz w ten sposób stworzyć wystarczającej ilości ciepła zimna, dźwięku, zapachu by spowodować obrażenia. Możesz w ramach swojej akcji przenieść obraz w inne miejsce. Gdy zmienia on swoje położenie, możesz wpłynąć na jego wygląd tak, by oddawał naturalny ruch imitowanej rzeczy. Możesz też sprawić, by iluzji towarzyszyły dźwięki, pojawiające się w różnych momentach, a nawet sprawiające wrażenie rozmowy. Fizyczny kontakt z obrazem zdemaskuje iluzję. Stworzenie może w ramach swojej akcji zbadać obraz i rozpoznać w nim iluzję, dzięki udanemu testowi Inteligencji (Śledztwo) o ST rzutu obronnego przeciw twoim czarom. Istota, która poznała się na iluzji, może widzieć przez jej obraz, a pozostałe składowe sensoryczne stają się dla niej słabe i niewyraźne. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 6. kręgu, będzie on trwał do rozproszenia, bez potrzeby twojej koncentracji.";"Mag"
"3";"ZDJĘCIE KLĄTWY";" Odpychanie, 3. krąg";" 1 akcja";" Dotyk";" W, S";" Natychmiastowy";" Pod twoim dotknięciem, kończą się wszelkie klątwy nałożonej na istotę lub obiekt.<br><br>Jeżeli tym obiektem jest przeklęty, magiczny przedmiot, to jego klątwa trwa, ale rzucone zaklęcie zrywa jego powiązanie z ofiarą, tak że może go ona zdjąć lub wyrzucić.";"Mag"
"4";"BURZA LODU";" Wywoływanie, 4. krąg";" 1 akcja";" 90 metrów";" W, S, M (szczypta pyłu i kilka kropli wody)";" Natychmiastowy";" W ziemię uderzają twarde jak skała lodowe odłamki. Gradobicie ma kształt walca o promieniu 6 metrów i wysokości 12 metrów, którego punkt wyjścia znajduje się w zasięgu czaru.<br><br>Każde stworzenie w tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 2k8 obrażeń obuchowych i 4k6 obrażeń od zimna. Udany rzut zmniejsza obrażenia o połowę.<br><br>Do końca twojej następnej tury, grad zmienia obszar działania czaru w trudny teren.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz obrażenia obuchowe o 1k8.";"Mag"
"4";"CZARNE MACKI EVARDA";" Przywoływanie, 4. krąg";" 1 akcja";" 27 metrów";" W, S, M (fragment macki olbrzymiej ośmiornicy lub kałamarnicy)";" Koncentracja, do 1 minuty";" Przywołujesz wijące się czarne macki, które pokrywają kwadrat podłoża o boku 6 metrów w widocznym miejscu w zasięgu czaru. Obszar ten staje się trudnym terenem na czas trwania zaklęcia.<br><br>Istota wchodząca tam po raz pierwszy w swojej turze, albo rozpoczynająca tam swoją turę, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 3k6<br>obrażeń obuchowych i zostaje unieruchomiona aż do wygaśnięcia czaru. Unieruchomiona istota rozpoczynająca swoją turę na obszarze macek, otrzymuje 3k6 obrażeń obuchowych.<br><br>Istota pochwycona mackami, może w ramach swojej akcji próbować się uwolnić. W tym celu, musi zdać test Siły lub Zręczności (według swojego wyboru) o ST rzutu obronnego<br>przeciw twoim czarom.";"Mag"
"4";"DRZWI PRZEZ WYMIARY";" Przywoływanie, 4. krąg";" 1 akcja";" 150 metrów";" W";" Natychmiastowy";" Teleportujesz się do innego miejsca znajdującego się w zasięgu czaru. Pojawiasz się dokładnie w wybranym punkcie. Może to być miejsce, które widzisz albo które potrafisz sobie wyobrazić lub opisać, określając kierunek i odległość, na przykład: ,,60 metrów prosto w dól albo ,,w górę na północny zachód pod kątem 45 stopni, 90 metrów. <br><br>Możesz przemieścić się razem z przedmiotami, których łączny ciężar nie przekracza twojego udźwigu, a także zabrać ze sobą jedną przychylną istotę w rozmiarze nieprzekraczającym twojego, której wyposażenie nie przekracza jej udźwigu. W momencie rzucania czaru musi znajdować się ona nie dalej niż 1,5 metra od ciebie. Jeśli mielibyście pojawić się w miejscu zajętym przez jakiś obiekt albo stworzenie, ty i towarzysząca ci istota otrzymujecie po<br>4k6 obrażeń od mocy, a czar się nie udaje.";"Mag"
"4";"ILUZORYCZNY TEREN";" Iluzje, 4. krąg";" 10 minut";" 90 metrów";" W, S, M (kamień, gałązka i fragment rośliny zielonej)";" 24 godziny";" Sprawiasz, że naturalny teren w obrębie sześcianu o boku 45 metrów zaczyna wyglądać, pachnieć i brzmieć, jakby był naturalnym terenem innego typu. Pole albo droga mogą wydać się bagniskiem, wzgórzem, rozpadliną lub innym trudnym albo wręcz nieprzebytym terenem. Staw możesz skryć pod iluzją wonnej łąki, przepaść pokazać jako łagodny stok, skalisty wąwóz może zostać szeroką i równą drogą. Nie wpływasz na wygląd wytworzonych obiektów znajdujących się na tym obszarze, takich jak budowle czy wyposażenie, ani przebywających tam stworzeń.<br><br>Namacalnie teren nie ulega jednak zmianie, więc stworzenia wchodzące na jego obszar łatwo przejrzą iluzję. Jeśli różnica w dotyku nie jest oczywista, istota badająca uważnie iluzję może wykonać test Inteligencji (Śledztwo) o ST rzutu<br>obronnego przeciw twoim czarom, by przestać w nią wierzyć. Istota, która przejrzała iluzję, widzi jej nikły obraz nałożony na prawdziwy teren.";"Mag"
"4";"KAMIENNA SKÓRA";" Odpychanie, 4. krąg";" 1 akcja";" Dotyk";" W, S, M (diamentowy pył o wartości 100 sz, zużywany przez zaklęcie)";" Koncentracja, do 1 godziny";" Zaklęciem tym sprawiasz, że ciało dotkniętego przychylnego stworzenia staje się twarde jak głaz.<br><br>Do końca trwania czaru, jego cel jest odporny na niemagiczne obrażenia cięte, kłute i obuchowe.";"Mag"
"4";"KAMIENNY KSZTAŁT";" Przemiany, 4. krąg";" 1 akcja";" Dotyk";" W, S, M (miękka glina ukształtowana z grubsza na podobieństwo żądanego kształtu)";" Natychmiastowy";" Dotykasz kamiennego obiektu rozmiaru Średniego lub mniejszego, albo części kamienia, której żaden wymiar nie przekracza 1,5 metra, po czym dowolnie je formujesz.<br><br>Przykładowo, możesz uformować broń, posążek czy skrzynię z dużego kamienia albo otworzyć niewielkie przejście w murze, o ile nie jest on grubszy niż 1,5 metra.<br><br>Możesz także przekształcić kamienne drzwi lub ich futrynę tak, że nie dadzą się już otworzyć. Stworzony obiekt może mieć do dwóch zawiasów i zasuwę, ale bardziej zaawansowane elementy mechaniczne są niewykonalne.";"Mag"
"4";"KONTROLA WODY";" Przemiany, 4. krąg";" 1 akcja";" 90 metrów";" W, S, M (kropla wody, szczypta pyłu)";" Koncentracja, do 10 minut";" Kontrolujesz zbiornik wody mieszczący się w obrębie sześcianu o boku 30m. Wybierasz jeden efekt, w ramach akcji w swojej turze możesz go powtórzyć, albo wybrać inny.<br>*Powódź. <br>*Rozdzielenie wód. <br>*Zawrócenie biegu. <br>*Wir. <br><br>Dokładne działanie tej opcji, opisane na stronie 228.";"Mag"
"4";"MAGICZNE OKO";" Wieszczenie, 4. krąg";" 1 akcja";" 9 metrów";" W, S, M (odrobiona futra nietoperza)";" Koncentracja, do 1 godziny";" Tworzysz w zasięgu czaru niewidzialne magiczne oko, unoszące się w powietrzu przez cały czas trwania zaklęcia. <br>Telepatycznie odbierasz widziane przez nie obrazy. Oko posiada zdolność widzenia w normalnych warunkach oraz widzenia w ciemności na odległość 9 metrów. Może patrzeć w każdym kierunku. <br>W ramach swojej akcji możesz przemieścić oko do 9 metrów w dowolnym kierunku. Nie ma ograniczeń odległości, na jaką możesz oddalić je od siebie, ale nie może ono zmienić sfery egzystencji. Ruch oka może zostać zablokowany przez twardą przeszkodę, ale może się ono przedostać nawet przez otwory o średnicy 2 centymetrów.";"Mag"
"4";"ODNALEZIENIE ISTOTY";" Wieszczenie, 4. krąg";" 1 akcja";" Na siebie";" W, S, M (odrobina sierści psa gończego)";" Koncentracja, do 1 godziny";" Podajesz opis lub nazwę znanej ci istoty. <br> Wyczuwasz, w jakim kierunku się znajduje, o ile nie jest oddalona od ciebie o więcej niż 300 metrów. Jeśli się porusza, dowiadujesz się, w<br>jakim kierunku. <br><br>Przy pomocy tego czaru, możesz odnaleźć konkretną znaną istotę albo najbliższe stworzenie określonego rodzaju (na przykład człowieka albo jednorożca), o ile widziałeś takie przynajmniej raz z odległości do 9 metrów. Jeśli forma poszukiwanej istoty została zmieniona, na przykład zaklęciem polimorfia, to ten czar jej nie odnajdzie. Czar nie zadziała także, jeśli od poszukiwanej istoty dzieli cię płynąca woda o szerokości co najmniej 3 metrów (patrząc w<br>linii prostej).";"Mag"
