"1";"OCHRONA PRZED DOBREM I ZŁEM (Gorliwości)";" Odpychanie, 1. krąg";" 1 akcja";" Dotyk";" W, S, M (woda święcona albo sproszkowane srebro i żelazo, zużywane przez zaklęcie)";" Koncentracja, do 10 minut";" Podczas trwania czaru jedna przychylna istota jest chroniona przed określonymi rodzajami stworzeń: czartami, fey, niebianami, nieumarłymi, wynaturzeniami i żywiołakami.<br><br>Ochrona zapewnia kilka korzyści. Istoty wymienionych typów mają utrudnienie w testach ataku przeciwko celowi zaklęcia. Jest on również niepodatny na zauroczenie, przerażenie lub opętanie przez te istoty. Jeśli podczas rzucania czaru był zauroczony, przerażony lub opętany przez jedną z takich istot, to ma ułatwienie w kolejnych rzutach obronnych przeciwko odpowiedniemu efektowi.";"Paladyn"
"3";"DUCHOWI STRAŻNICY (Korony)";" Przywoływanie, 3. krąg";" 1 akcja";" Na siebie (okrąg o promieniu 4,5 metra)";" W, S, M (święty symbol)";" Koncentracja, do 10 minut";" Przyzywasz duchy, aby cię strzegły. W trakcie trwania czaru, przemykają wokół ciebie w promieniu 4,5m. Jeśli masz charakter dobry albo neutralny, ich widmowe postacie przypominają anioły lub fey, a jeśli zły - wyglądają jak czarty. Rzucając ten czar, możesz wskazać dowolną liczbę widocznych istot, które nie zostaną nim objęte. Istoty, na które działa zaklęcie, tracą na jego obszarze połowę szybkości. Gdy istota wejdzie w obszar czaru po raz pierwszy w swojej turze, albo ją tam rozpocznie, musi wykonać rzut<br>obronny na Mądrość. W przypadku niepowodzenia, otrzymuje 3k8 obrażeń od światłości (jeśli masz dobry, albo neutralny charakter), albo 3k8 obrażeń nekrotycznych (jeśli masz zły charakter). Udany rzut zmniejsza obrażenia o połowę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4, kręgu, za każdy krąg powyżej 3., zwiększasz obrażenia o 1k8.";"Paladyn (Wybrzeże Mieczy)"
"4";"STRAŻNIK WIARY (Korony)";" Przywoływanie, 4. krąg";" 1 akcja";" 9 metrów";" W";" 8 godzin";" W wybranym wolnym miejscu, które widzisz w zasięgu, pojawia się Duży widmowy strażnik, unoszący się w powietrzu przez czas trwania czaru i zajmujący to miejsce. Jego postać jest niewyraźna, poza błyszczącym mieczem i tarczą noszącą symbol tego bóstwa.<br><br>Każda wroga istota, która znajdzie się w obrębie 3 metrów od strażnika po raz pierwszy w swojej turze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 20 obrażeń od światłości. Udany rzut zmniejsza obrażenia o połowę.<br><br>Strażnik znika po zadaniu łącznie 60 punktów obrażeń.";"Paladyn (Wybrzeże Mieczy)"
"4";"WYPĘDZENIE (Korony)";" Odpychanie, 4. krąg";" 1 akcja";" 18 metrów";" W, S, M (przedmiot obrzydliwy dla celu czaru)";" Koncentracja, do 1 minuty";" Podejmujesz próbę odesłania istoty, którą widzisz w zasięgu czaru, do innej sfery egzystencji. Musi ona wykonać rzut obronny na Charyzmę. W przypadku niepowodzenia, zostaje wygnana. Jeżeli pochodzi ze sfery egzystencji, w której aktualnie przebywasz, to znika i pojawia się obezwładniona w neutralnej demisferze. Pozostaje tam do zakończenia czaru,<br>po czym powraca w miejsce, z którego zniknęła (lub w najbliższe wolne).<br><br>Natomiast jeżeli stworzenie pochodzi z innej sfery egzystencji niż ta, w której rzucasz czar, to zostaje wypędzone i z cichym trzaskiem powraca do swojej rodzimej sfery. Jeżeli zaklęcie skończy się przed upływem 1 minuty, odesłany cel pojawia się z powrotem w miejscu, z którego go wygnałeś, lub w najbliższym wolnym. W przeciwnym przypadku nie wraca. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. możesz objąć czarem dodatkową istotę.";"Paladyn (Wybrzeże Mieczy)"
"5";"GEAS (Korony)";" Uroki, 5. krąg";" 1 minuta";" 18 metrów";" W";" 30 dni";" Nakładasz magiczny nakaz na stworzenie. Nakaz ten może dotyczyć wykonanie czegoś albo powstrzymanie się przed wykonaniem czegoś. Jeśli cel zaklęcia cię rozumie, wykonuje rzut obronny na Mądrość. W przypadku niepowodzenia, zostaje zauroczony na czas trwania zaklęcia. Otrzymuje 5k10 obrażeń psychicznych za każdym razem, kiedy działa w<br>sposób przeciwny do twojego polecenia, ale nie częściej niż raz dziennie. Istota, która nie rozumie twojego nakazu, nie zostaje nim objęta.<br><br>Możesz wydać dowolny nakaz z wyjątkiem działań, które prowadziłyby do śmierci zauroczonej istoty. Sformułowanie samobójczego nakazu, kończy działanie czaru. Możesz odwołać ten czar w ramach swojej akcji. Można go rozproszyć również zaklęciem: zdjęcie klątwy, większe przywrócenie lub życzenie.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę 7. lub 8. kręgu, wydłużasz czas trwania do 1 roku. Przy wykorzystaniu komórki 9. kręgu, zaklęcie trwa póki nie zostanie zakończone jednym z wyżej wymienionych czarów.";"Paladyn (Wybrzeże Mieczy)"
"5";"KRĄG MOCY (Korony)";" Odpychanie, 5. krąg";" 1 akcja";" Na siebie (okrąg o promieniu 9 metrów)";" W";" Koncentracja, do 10 minut";" Promieniuje od ciebie boska energia zniekształcająca i rozpraszająca magię w obrębie 9 metrów.<br><br>Przez cały czas trwania czaru, jej sfera porusza się razem z tobą, a ty pozostajesz w jej środku. Każda zaprzyjaźniona istota w jej obszarze (włączając ciebie) ma ułatwienie w rzutach obronnych przeciw czarom i innym magicznym efektom.<br><br>Ponadto, gdy objęta czarem istota wykona przeciw zaklęciu lub magicznemu efektowi udany rzut obronny pozwalający jej otrzymać połowę obrażeń, zamiast tego nie otrzyma żadnych obrażeń.";"Paladyn (Wybrzeże Mieczy)"
"1";"SANKTUARIUM (Odkupienia)";" Odpychanie, 1 krąg";" 1 akcja dodatkowa";" 9 metrów";" W, S, M (małe srebrne lusterko)";" 1 minuta";" Osłaniasz przed atakiem istotę znajdującą się w zasięgu. Do końca trwania czaru każde stworzenie chcące ją zaatakować lub rzucić na nią wyrządzający krzywdę czar, musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia musi wybrać inny cel, albo utracić ten atak lub czar. Sanktuarium nie chroni przed efektami obszarowymi, takimi jak eksplozja kuli ognia.<br><br>Czar kończy się, kiedy ochraniająca istota wykona atak, rzuci zaklęcie obejmujące działaniem przeciwnika lub zada obrażenia innemu stworzeniu.";"Paladyn (XGE)"
"1";"UŚPIENIE (Odkupienia)";" Uroki, 1. krąg";" 1 akcja";" 27 metrów";" W, S, M (szczypta piasku, różane płatki lub świerszcz)";" 1 minuta";" Tym zaklęciem sprawiasz, że objęte nimi istoty pogrążają się w magicznym śnie. Rzuć 5k8, by określić łączną pulę punktów wytrzymałości stworzeń, które obejmie zaklęcie. Czar działa na istoty znajdujące się w obrębie 6m od wskazanego punktu w zasięgu, w kolejności rosnącej według aktualnie posiadanych PW (z pominięciem istot nieprzytomnych).<br><br>Poczynając od istoty mającej najmniej aktualnych PW, wszystkie kolejne objęte tym czarem padają nieprzytomne i śpią do momentu wygaśnięcia czaru, otrzymania obrażeń albo do chwili, w której ktoś przeznaczy swoją akcję na obudzenie ich potrząśnięciem lub uderzeniem. Odejmij od puli PW każdej objętej już istoty, przed przejściem do kolejnej. Aby czar zadziałał na kolejną istotę, jej aktualne PW muszą mieścić się w pozostałej jeszcze puli punktów.";"Paladyn (XGE)"
"2";"UNIERUCHOMIENIE OSOBY (Odkupienia)";" Uroki, 2. krąg";" 1 akcja";" 18 metrów";" W, S, M (prosty kawałek żelaza)";" Koncentracja, do 1 minuty";" Wybierasz humanoida, którego widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, zostaje sparaliżowany na czas trwania czaru. Pod koniec każdej swojej tury może ponowić rzut obronny<br>na Mądrość. Udany rzut oznacza wyzwolenie się z efektu czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. możesz objąć czarem jednego dodatkowego humanoida. Wszystkie cele zaklęcia muszą znajdować się w obrębie 9m od siebie.<br>";"Paladyn (XGE)"
"2";"WYCISZENIE EMOCJI (Odkupienia)";" Uroki, 2. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Próbujesz stłumić silne emocje u grupy osób. Każdy humanoid znajdujący się w obszarze sfery o promieniu 6m wokół wybranego przez ciebie punktu w zasięgu czaru musi wykonać rzut obronny na Charyzmę, przy czym może<br>zdecydować się na porażkę w tym rzucie. W przypadku niepowodzenia wybierasz jeden z dwóch poniższych efektów.<br><br>*Możesz stłumić dowolny efekt powodujący zauroczenie lub przerażenie celu. Gdy twoje zaklęcie przestanie działać, wygaszony efekt powraca, o ile w międzyczasie sam nie dobiegł końca.<br>*Drugi efekt czaru sprawia , że jego cel staje się obojętny na wybrane istoty, wobec których był wrogi. Obojętność ta skończy się, gdy cel zaklęcia zostanie zaatakowany, skrzywdzony czarem lub gdy będzie świadkiem krzywdzenia jego przyjaciół. Gdy czar dobiega końca, uspokojona istota ponownie staje się wroga, chyba że MP zdecyduje inaczej.";"Paladyn (XGE)"
"3";"HIPNOTYCZNY WZÓR (Odkupienia)";" Iluzje, 3. krąg";" 1 akcja";" 36 metrów";" S, M (płonące kadzidełko albo kryształowa fiolka z fosforyzującą zawartością)";" Koncentracja, do 1 minuty";" Tworzysz wijący się barwny wzór, poruszający się w powietrzu w obrębie sześcianu o boku 9m. Wzór pojawia się na chwilę, po czym znika. Stworzenia w obszarze działania zaklęcia, które widzą wzór, muszą zdać rzut obronny na Mądrość, albo zostaną zauroczone na czas trwania zaklęcia. <br><br>Zauroczone istoty są traktowane jako obezwładnione, a ich szybkość wynosi 0.<br>Zauroczenie mija, jeśli istota otrzyma obrażenia albo ktoś przeznaczy swoją akcję, by wyrwać ją z otępienia.";"Paladyn (XGE)"
"3";"PRZECIWZAKLĘCIE (Odkupienia)";" Odpychanie, 3. krąg";" 1 reakcja podejmowana, gdy widzisz istotę rzucającą czar w obrębie 18 metrów";" 18 metrów";" S";" Natychmiastowy";" Próbujesz przerwać proces rzucania czaru przez inną istotę. Jeśli rzuca ona czar z kręgu 3. lub niższego, to jej zaklęcie kończy się fiaskiem i nie przynosi żadnych efektów. Jeśli jednak rzuca czar co najmniej 4. kręgu, wykonaj test swojej cechy bazowej. ST wynosi 10 + krąg czaru. Przy udanym teście, rozpraszasz rzucanie zaklęcia i nie przynosi ono żadnych efektów.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4. kręgu, przerwane zaklęcie nie przynosi efektów, jeśli jego krąg nie przewyższa tego, z którego rzucasz przeciwzaklęcie.";"Paladyn (XGE)"
"4";"KAMIENNA SKÓRA (Odkupienia)";" Odpychanie, 4. krąg";" 1 akcja";" Dotyk";" W, S, M (diamentowy pył o wartości 100 sz, zużywany przez zaklęcie)";" Koncentracja, do 1 godziny";" Zaklęciem tym sprawiasz, że ciało dotkniętego przychylnego stworzenia staje się twarde jak głaz.<br><br>Do końca trwania czaru, jego cel jest odporny na niemagiczne obrażenia cięte, kłute i obuchowe.";"Paladyn (XGE)"
"4";"SPRĘŻYSTA SFERA OTILUKE'A (Odkupienia)";" Wywoływanie, 4. krąg";" 1 akcja";" 9 metrów";" W, S, M (przezroczysta kryształowa półkula i dopasowana do niej półkula z gumy arabskiej)";" Koncentracja, do 1 minuty";" Sfera migoczącej energii otacza Dużą lub mniejszą istotę albo obiekt w zasięgu czaru. Istota nieprzychylna musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia,<br>zostaje zamknięta w sferze na czas trwania czaru. Nic nie może przeniknąć bariery w żadną stronę. Sfera jest niepodatna na wszystkie typy obrażeń, a jej zawartości nie można uszkodzić czy zranić atakami ani efektami z zewnątrz. Istota przebywająca wewnątrz sfery nie może uszkodzić niczego na zewnątrz. Bariera nie posiada masy i jest wystarczająco duża, by pomieścić zamkniętą istotę lub rzecz. Stworzenie znajdujące się wewnątrz, może w ramach swojej akcji napierać na ścianę sfery i dzięki temu ją toczyć, poruszając się z połową swojej szybkości. Sfera może również zostać podniesiona i przemieszczona przez inne istoty. Czar dezintegracji rzucony na sferę niszczy ją, nie naruszając jej zawartości.";"Paladyn (XGE)"
"5";"ŚCIANA ENERGII (Odkupienia)";" Wywoływanie, 5. krąg";" 1 akcja";" 36 metrów";" W, S, M (szczypta pyłu ze zgniecionego przejrzystego klejnotu)";" Koncentracja, do 10 minut";" We wskazanym punkcie w zasięgu czaru przywołujesz niewidzialną ścianę energii. Pojawia się ona ustawiona zgodnie z twoim życzeniem – poziomo, pionowo lub pod innym kątem. Może unosić się swobodnie lub spoczywać na stałej powierzchni. Możesz ją ukształtować w półkulistą kopułę lub sferę o promieniu maksymalnie 3 metrów, albo w płaską powierzchnię składającą się z maksymalnie 10 segmentów o wymiarach 3 x 3 metry. Każdy segment musi przy tym przylegać do innego. Niezależnie od kształtu, ściana ma grubość pół centymetra i utrzymuje się przez cały czas działania czaru. Jeśli w momencie pojawienia się przecina miejsce, w którym przebywa jakieś stworzenie, to zostaje ono odepchnięte na jedną ze stron świata (wedle twojej decyzji). Nic nie może fizycznie przekroczyć tej ściany. Jest ona niepodatna na wszystkie rodzaje obrażeń i nie może zostać usunięta rozproszeniem magii, ale zaklęcie dezintegracji ją niszczy. Bariera rozciąga się również na Sferę Eteryczną, uniemożliwiając jej ominięcie przy pomocy podróży eterycznej.";"Paladyn (XGE)"
"5";"UNIERUCHOMIENIE POTWORA (Odkupienia)";" Uroki, 5. krąg";" 1 akcja";" 27 metrów";" W, S, M (mały, prosty kawałek żelaza)";" Koncentracja, do 1 minuty";" Wybierasz stworzenie, które widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, zostaje sparaliżowany na czas trwania czaru. Zaklęcie nie działa na nieumarłych. Pod koniec każdej swojej tury, cel może ponowić rzut na Mądrość. Udany rzut oznacza wyzwolenie się z efektu czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując, komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. możesz objąć czarem jedno dodatkowe stworzenie. Wszystkie cele zaklęcia muszą znajdować się w obrębie 9 metrów od siebie.";"Paladyn (XGE)"
"1";"ROZKAZ (Podboju)";" Uroki, 1. krąg";" 1 akcja";" 18 metrów";" W";" 1 runda";" Istota musi ona wykonać udany rzut obronny na Mądrość albo w swojej następnej turze wypełnić twoje polecenie. Zaklęcie nie działa na nieumarłych oraz istoty nierozumiejące twojego języka. Nie odniesie również skutku, jeśli wykonanie go będzie bezpośrednio zagrażało zauroczonej istocie. Poniżej kilka typowych rozkazów. Możesz wydać inne, wówczas MP określa sposób zachowania istoty. Jeżeli cel nie jest w stanie wykonać rozkazu, to zaklęcie się kończy. Podejdź. Przemieszcza się w twoim kierunku najkrótszą i najbardziej bezpośrednią drogą, a gdy znajdzie się 1,5m od ciebie, jego tura się kończy. Puść. Wypuszcza trzymane rzeczy, a jego tura dobiega końca Uciekaj. Cel zaklęcia przeznacza swoją turę na to, by jak najszybciej oddalić się od ciebie. Padnij. Pada powalony na ziemię, a jego tura się kończy. Zatrzymaj się. Cel zaklęcia nie przemieszcza się i nie wykonuje żadnych akcji... <br>Podręcznik gracza str.259 ";"Paladyn (XGE)"
"1";"ZBROJA AGATHYS (Podboju)";" Odpychanie, 1. krąg";" 1 akcja";" Na siebie";" W, S, M (kubek wody)";" 1 godzina";" Otaczasz się ochronną magiczną mocą, objawiającą się w formie widmowego szronu pokrywającego ciebie i twoje wyposażenie. Na czas działania zaklęcia otrzymujesz 5 tymczasowych punktów wytrzymałości. Jeśli zostaniesz trafiony atakiem wręcz, póki posiadasz te dodatkowe PW, to napastnik otrzyma 5 obrażeń od zimna.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz o 5 zarówno tymczasowe punkty wytrzymałości, jak i obrażenia od zimna.";"Paladyn (XGE)"
"2";"DUCHOWA BROŃ (Podboju)";" Wywoływanie, 2. krąg";" 1 akcja dodatkowa";" 18 metrów";" W, S";" 1 minuta";" Tworzysz unoszącą się w powietrzu widmową broń, która istnieje przez czas działania czaru, lub do chwili, kiedy przywołasz kolejną. Rzuciwszy ten czar, możesz wykonać atak wręcz czarem przeciw istocie w odległości do 1,5 metra od duchowej broni. Jeśli atak trafi, cel otrzyma obrażenia w wysokości 1k8 + modyfikator z twojej cechy bazowej.<br><br>W ramach akcji dodatkowej w swojej turze możesz przemieścić duchową broń na odległość do 6 metrów i ponowić atak na cel znajdujący się nie dalej niż 1,5 metra od niej. Sam określasz formę broni. Klerycy bóstw mających swoje charakterystyczne bronie (np. Św Cuthberta słynącego z walki pałką, albo Thora walczącego młotem) sprawiają, że efekt zaklęcia przypomina odpowiednią broń.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każde dwa kręgi powyżej 2. zwiększasz obrażenia o 1k8.";"Paladyn (XGE)"
"2";"UNIERUCHOMIENIE OSOBY (Podboju)";" Uroki, 2. krąg";" 1 akcja";" 18 metrów";" W, S, M (prosty kawałek żelaza)";" Koncentracja, do 1 minuty";" Wybierasz humanoida, którego widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, zostaje sparaliżowany na czas trwania czaru. Pod koniec każdej swojej tury może ponowić rzut obronny<br>na Mądrość. Udany rzut oznacza wyzwolenie się z efektu czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. możesz objąć czarem jednego dodatkowego humanoida. Wszystkie cele zaklęcia muszą znajdować się w obrębie 9m od siebie.<br>";"Paladyn (XGE)"
"3";"NAŁOŻENIE KLĄTWY (Podboju)";" Nekromancja, 3. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 minuty";" Dotykasz stworzenia, które musi wykonać udany rzut obronny na Mądrość, albo zostanie przeklęte na czas trwania zaklęcia. Gdy rzucasz czar, ustalasz naturę klątwy: <br>1.Wybierasz dowolną cechę, w której testach i rzutach obronnych, przeklęta istota będzie miała utrudnienie. <br>2.Istota ma utrudnienie w testach ataku przeciw tobie. <br>3.Przeklęta istota na początku każdej swojej tury, wykonuje rzut obronny na Mądrość. W przypadku niepowodzenia, nie robi nic w ramach swojej akcji w tej turze. <br>4.Twoje ataki i zaklęcia zadają przeklętej istocie dodatkowe 1k8 obrażeń nekrotycznych. Efekt ten można usunąć czarem zdjęcie klątwy. Za zgodą<br>MP, możesz nałożyć klątwę o innym efekcie, przy czym nie powinien być on potężniejszy od tych opisanych powyżej. W kwestii działania takiej klątwy, decyzja należy do MP...<br><br>Podręcznik gracza str.237<br><br>";"Paladyn (XGE)"
"3";"STRACH (Podboju)";" Iluzje, 3. krąg";" 1 akcja";" Na siebie (stożek o długości 8 metrów)";" W, S, M (białe piórko lub kurze serce)";" Koncentracja, do 1 minuty";" Tworzysz koszmarną projekcję najgorszych lęków innego stworzenia. Każda istota na obszarze stożka o długości 9m, musi wykonać rzut obronny na mądrość. W przypadku niepowodzenia, upuszcza trzymane rzeczy i staje się przerażona na czas działania czaru. <br>Przerażone stworzenie wykonuje z utrudnieniem wszystkie testy cech i testy ataku, jeśli źródło jej strachu znajduje się w zasięgu wzroku. Przerażone stworzenie nie może z własnej woli zbliżyć się do źródła swego strachu.<br><br>Istota przerażona tym czarem, musi w każdej swojej turze wykonać akcję Sprintu, by jak najbardziej oddalać się od ciebie najbezpieczniejszą możliwą drogą, chyba że nie ma dokąd uciec. Jeśli zakończysz swoją turę w miejscu, w którym nie ma cię już w zasięgu wzroku, może wykonać rzut obronny na Mądrość. Jeśli jej się powiedzie, wyzwala się spod efektu przerażenia.";"Paladyn (XGE)"
"4";"DOMINACJA NAD BESTIĄ (Podboju)";" Uroki, 4. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Jeśli bestia nie zda rzutu obronnego na Mądrość, zostanie zauroczona. Ma ułatwienie w tym teście, jeśli akurat walczyła z tobą lub twoimi sojusznikami. Będąc przytomnym, możesz wydawać telepatyczne polecenia zauroczonemu zwierzęciu. Możesz posłużyć się prostym i ogólnym rozkazem, takim jak: ,,Zaatakuj go, ,,Pobiegnij tam'' czy ,,Przynieś tamten przedmiot. Jeśli zwierzę po wypełnieniu polecenia nie otrzyma kolejnego, będzie ograniczało się do obrony własnej. W ramach swojej akcji możesz przejąć nad, zauroczonym zwierzęciem całkowitą kontrolę. Do końca twojej następnej tury, będzie wykonywało tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Możesz zmusić je też do podjęcia reakcji, ale musisz na to zużyć również swoją. Za każdym razem, gdy zniewolone zwierzę otrzyma obrażenia, ponawia rzut obronny na Mądrość. Jeśli odniesie sukces, czar się kończy. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę 5. kręgu, wydłużasz maksymalny czas trwania do 10 minut. Wykorzystując komórkę 6. kręgu, wydłużasz maksymalny czas trwania do 1 godziny, a wykorzystując komórkę kręgu 7. lub wyższego - do 8 godzin (przy koncentracji).";"Paladyn (XGE)"
"4";"KAMIENNA SKÓRA (Podboju)";" Odpychanie, 4. krąg";" 1 akcja";" Dotyk";" W, S, M (diamentowy pył o wartości 100 sz, zużywany przez zaklęcie)";" Koncentracja, do 1 godziny";" Zaklęciem tym sprawiasz, że ciało dotkniętego przychylnego stworzenia staje się twarde jak głaz.<br><br>Do końca trwania czaru, jego cel jest odporny na niemagiczne obrażenia cięte, kłute i obuchowe.";"Paladyn (XGE)"
"5";"DOMINACJA NAD OSOBĄ (Podboju)";" Uroki, 5. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Próbujesz owładnąć umysł humanoidalnej istoty. Jeśli nie zda rzutu obronnego na Mądrość, zostanie zauroczona. Ma ułatwienie w tym teście, jeśli akurat walczyła z tobą lub twoimi sojusznikami. Będąc przytomnym, możesz wydawać telepatyczne polecenia zauroczonej istocie. Może to być prosty i ogólny rozkaz: „Zaatakuj go”, „Pobiegnij tam”, „Przynieś przedmiot”. Jeśli istota po wypełnieniu zadania nie otrzyma kolejnego, będzie ograniczała się do obrony własnej. W ramach swojej akcji możesz przejąć całkowitą kontrolę nad zauroczoną istotą. Do końca twojej następnej tury, będzie wykonywała tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Przez ten czas możesz zmusić ją też do podjęcia reakcji, ale musisz na to zużyć również swoją. Za każdym razem, gdy zniewolona istota otrzyma obrażenia, ponawia rzut obronny na Mądrość. Jeśli odniesie sukces, czar się kończy. <br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę 6. kręgu, wydłużasz maksymalny czas trwania do 10 minut. Wykorzystując komórkę 7. kręgu – do 1 godziny, a wykorzystując komórkę 9. lub wyższego kręgu – do 8 godzin (przy koncentracji).";"Paladyn (XGE)"
"5";"ZABÓJCZA CHMURA (Podboju)";" Przywoływanie, 5. krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 10 minut";" Przywołujesz obłok trującej, żółto-zielonej mgły w kształcie sfery o promieniu 6 metrów z punktem wyjścia w wybranym miejscu w zasięgu czaru. Mgła rozprzestrzenia się za załomy i<br>tworzy obszar pozbawiony widoczności. Utrzymuje się do końca działania czaru, chyba że wcześniej zostanie rozwiana silnym wiatrem, co również kończy zaklęcie.<br><br>Stworzenie wchodzące w obszar mgły po raz pierwszy w swojej turze lub rozpoczynające w niej swoją turę, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia, otrzymuje 5k8 obrażeń od trucizny. Udany<br>rzut zmniejsza obrażenia o połowę. Zaklęcie działa nawet, gdy objęte nim istoty wstrzymają oddech lub nie muszą oddychać.<br><br>Na początku każdej twojej tury, mgła oddala się od ciebie o 3 metry, przelewając się po powierzchni gruntu. Opary są cięższe od powietrza, więc spływają na niższe poziomy<br>również przez otwory.";"Paladyn (XGE)"
"5";"WYPĘDZAJĄCE UGODZENIE";" Odpychanie, 5. krąg";" 1 akcja dodatkowa";" Na siebie";" W";" Koncentracja, do 1 minuty";" Przy następnym trafieniu atakiem w trakcie trwania czaru, twoja broń trzaska magiczną energią i zadaje dodatkowo 5k10 obrażeń od mocy. Ponadto, jeżeli tym atakiem zmniejszysz PW celu do 50 lub mniej, to zostaje on wypędzony.<br><br>Jeżeli pochodził z innej sfery egzystencji niż ta, w której przebywasz, to zniknie i powraca do swojej sfery macierzystej.<br><br>Natomiast jeżeli przeciwnik pochodzi ze sfery, w której się znajdujesz, to znika i pojawia się obezwładniony w neutralnej demisferze. Pozostaje tam do zakończenia czaru, po czym powraca w miejsce, z którego zniknął (lub najbliższe wolne).";"Paladyn"
"5";"WSKRZESZENIE";" Nekromancja, 5. krąg";" 1 godzina";" Dotyk";" W, S, M (diament o wartości co najmniej 500sz)";" Natychmiastowy";" Dotykasz istotę zmarłą nie dawniej niż 10 dni temu i przywracasz ją do życia. Jeżeli jej dusza jest wolna i chętna powrócić do ciała, to istota wraca do życia z 1 PW. <br>Czar neutralizuje jednocześnie wszelkie trucizny i leczy niemagiczne choroby, które nękały istotę w chwili jej śmierci. Należy jednak pamiętać, że to zaklęcie nie usuwa magicznych chorób, klątw i podobnych efektów, jeżeli nie zostaną usunięte wcześniej, to zaczną działać zaraz po ożywieniu celu. Zaklęcie nie może zwrócić życia nieumarłemu. <br><br>Czarem zamykasz wszystkie śmiertelne rany, ale nie przywracasz utraconych części ciała. Jeżeli wskrzeszona istota nie posiada części ciała lub organów kluczowych dla jej przeżycia, np. głowy, to zaklęcie nie zadziała. <br>Powrót zza grobu to droga przez mękę. Wskrzeszona osoba ma karę -4 do wszystkich testów ataku, rzutów obronnych i testów cech. Po każdym ukończeniu długiego odpoczynku kara zmniejsza się o 1, aż do całkowitego zniknięcia.";"Paladyn"
"5";"ROZPROSZENIE DOBRA I ZLA";" Odpychanie, 5. krąg";" 1 akcja";" Na siebie";" W, S, M (woda święcona albo sproszkowane srebro i żelazo)";" Koncentracja, do 1 minuty";" Otaczasz się migoczącą energią, która chroni cię przed fey, nieumarłymi oraz istotami pochodzącymi spoza Sfery Materialnej. Przez czas trwania czaru czarty, fey, niebianie, nieumarli i żywiołaki mają utrudnienie w testach ataku przeciw tobie. Możesz zakończyć czar wcześniej, wykorzystując jeden z poniższych efektów:<br>Przełamanie uroku. W ramach swojej akcji dotykasz istoty, która jest zauroczona, przerażona lub opętana przez czarta, fey, niebianina, nieumarłego lub żywiołaka, i uwalniasz ją z tego stanu. Odesłanie. W ramach swojej akcji wykonaj magiczny atak wręcz przeciwko czartowi, fey, niebianinowi, nieumarłemu lub żywiołakowi, którego możesz dosięgnąć. Jeśli trafisz, podejmujesz próbę wygnania go z powrotem do jego sfery macierzystej. Stworzenie musi wykonać rzut obronny na Charyzmę, a w przypadku niepowodzenia zostanie odesłane do swojej sfery (chyba, że już tam jest(. Przebywający w obcej sferze nieumarli są odsyłani do Shadowfell, a fey do Feywild.";"Paladyn"
