"0";"CIERNIOWY BICZ";" Przemiany, sztuczka";" 1 akcja";" 9 metrów";" W,S,M (łodyga kolczastej rośliny)";" Natychmiastowy";" Tworzysz długi, podobny do cierniowego pnącza bicz, który na twoje polecenie uderza wybraną istotę znajdującą się w zasięgu. Wykonaj przeciw niej test ataku wręcz czarem.Przy trafieniu, zadajesz 1k6 obrażeń kłutych, a jeśli jest to istota Duża lub mniejsza, przyciągasz ją do siebie o maksymalnie 3m.<br><br>Obrażenia z tego zaklęcia zwiększają się o 1k6, gdy osiągniesz 5. poziom (do 2k6), 11. poziom (do 3k6) i 17. poziom (do 4k6).";"Druid"
"2";"ZWIERZĘCE ZMYSŁY";" Wieszczenie, 2. krąg (rytuał)";" 1 akcja";" Dotyk";" S";" Koncentracja, do 1 godziny";" Dotykasz przychylnego zwierzęcia. W czasie działania czaru, możesz przeznaczyć swoją akcję na skorzystanie z jego zmysłów wzroku i słuchy. Możesz to robić, dopóki nie przeznaczysz kolejnej akcji na powrót do swoich własnych zmysłów. W tym czasie, możesz korzystać ze specjalnych zmysłów tego zwierzęcia, ale twoje własne zmysły wzroku i słuchu nie działają.";"Druid"
"2";"ZWIERZĘCY POSŁANIEC";" Uroki, 2. krąg (rytuał)";" 1 akcja";" 9 metrów";" W,S,M (odrobina jedzenia)";" 24 godziny";" Za pomocą tego czaru jesteś w stanie przesłać wiadomość przy pomocy zwierzęcia. Wybierz Malutkie zwierzę, które widzisz w zasięgu czaru, takie jak nietoperz, sójka, bądź wiewiórka. Określasz znaną ci lokację oraz ogólnie opisujesz adresata, np.: “mężczyzna lub kobieta w mundurze straży miejskiej”, albo “rudowłosy krasnolud w szpiczastym kapeluszu”. Dołączasz do tego wiadomość złożoną maksymalnie z 25 słów. Zaklęte zwierzę podróżuje do miejsca przeznaczenia, przebywając ok. 80 km na dobę w przypadku latającego posłańca, bądź ok. 40 km na dobę w pozostałych przypadkach.<br><br>Gdy posłaniec osiągnie cel, dostarcza opisanej istocie twoją wiadomość, naśladując dźwięk twojego głosu. Posłaniec przemawia tylko do osoby odpowiadającej podanemu opisowi. Jeżeli w czasie trwania czaru nie zdoła dotrzeć do adresata, to wiadomość przepada, a zwierzę wraca do miejsca,w którym je zaczarowałeś.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2., przedłużasz działanie czaru o 48h.";"Druid"
"3";"OCHRONA PRZED ENERGIĄ";" Odpychanie, 3. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Podczas trwania czaru, przychylne stworzenie jest odporne na obrażenia wybranego przez ciebie typu: od dźwięku, elektryczności, kwasy, ognia, albo zimna.";"Druid"
"3";"ODDYCHANIE POD WODĄ";" Przemiany, 3. krąg (rytuał)";" 1 akcja";" 9 metrów";" W, S, M (krótka trzcina lub kawałek słomy)";" 24 godziny";" Czar umożliwia oddychanie pod wodą dziesięciu wybranym, przychylnym istotom, które widzisz w zasięgu czaru. Istoty te mogą też nadal oddychać w normalny sposób.";"Druid"
"3";"POZÓR ŚMIERCI";" Nekromancja, 3. krąg (rytuał)";" 1 akcja";" Dotyk";" W, S, M (szczypta cmentarnej ziemi)";" 1 godzina";" Dotykasz przychylnej istoty i wprowadzasz ją w stan nieodróżnialny od śmierci. <br><br>Przez cały czas trwania czaru, lub do chwili, w której wykorzystasz swoją akcję na dotknięcie celu i zakończenie czaru, istota nim objęta wydaje się martwa, co wykazuje każde zewnętrzne badanie oraz zaklęcie określające stan celu. Istota jest oślepiona i obezwładniona, a jej szybkość spada do 0. Ma odporność na wszelkie obrażenia poza psychicznymi. <br><br>Jeżeli cel był chory lub zatruty podczas rzucania zaklęcia, albo został zarażony lub zatruty w trakcie jego trwania, to działanie choroby bądź trucizny zostaje wstrzymane do zakończenia czaru.";"Druid"
"3";"PRZYWOŁANIE ZWIERZĄT";" Przywoływanie, 3. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 godziny";" Przywołujesz duchy fey, które przybierają formę zwierząt i pojawiają się w wolnej przestrzeni widocznej w zasięgu czaru. Wybierz jedną z możliwości:<br>*1 bestia o stopniu wyzwania nie większym niż 2,<br>*2 bestie o stopniu wyzwania nie większym niż 1,<br>*4 bestie o stopniu wyzwania nie większym niż ½,<br>*8 bestii o stopniu wyzwania nie większym niż ¼.<br>Każde ze zwierząt jest jednocześnie traktowane jak fey. Znika, kiedy jego punkty wytrzymałości spadną do 0, lub gdy czar dobiega końca.<br>Istoty są przyjazne tobie i twoim sprzymierzeńcom. Wykonujesz za nie (grupowo) rzut na inicjatywę, gdyż będą działać w swojej turze. Są posłuszne twoim słownym poleceniom (nie wymagają one twojej akcji). Jeśli nie wydasz polecenia, przywołane istoty ograniczą się do obrony przed wrogami, ale nie będą wykonywać innych akcji. MP dysponuje statystykami przywołanych stworzeń. <br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę wyższego kręgu, przywołujesz więcej istot z wybranego wariantu: dwa razy więcej na 5. kręgu, trzy razy więcej na 7. kręgu i cztery razy więcej na 9. kręgu.";"Druid"
"3";"ROZMAWIENIE Z ROŚLINAMI";" Przemiany, 3. krąg";" 1 akcja";" Na siebie (okrąg o promieniu 9 metrów)";" W,S";" 10 minut";" Budzisz ograniczoną świadomość w roślinach znajdujących się do 9m od ciebie, obdarzając je zdolnością porozumiewania się z tobą i wypełniania twoich prostych poleceń. Możesz pytać rośliny oo wydarzenia, które miały miejsce w obrębie czaru w ciągu minionego dnia, i zdobywać informacje o przechodzących zwierzętach, pogodzie i innych zaistniałych okolicznościach.<br>Możesz również na czas działania czaru, zmienić trudny teren spowodowany roślinnością (zarośla, lub gęste podszycie), w zwyczajny teren albo odwrotnie. <br>Za zgodą MP, rośliny mogą być w stanie wykonać dla ciebie inne zadania. Zaklęcie nie umożliwia im wyciągnięcia z ziemi korzeni i przemieszczanie się, ale mogą one swobodnie poruszać gałęziami, łodygami i pnączami.<br>Jeśli na obszarze zaklęcia, znajduje się istota tylu roślinnego, to możesz się z nią porozumieć tak, jakbyście znali ten sam język, ale nie wywierasz na nią żadnego, magicznego wpływu. <br><br>Przy pomocy tego zaklęcia możesz spowodować, że rośliny stworzone oplątaniem, uwolnią uwięzioną istotę.";"Druid"
"3";"ROZPROSZENIE MAGII";" Odpychanie, 3. krąg";" 1 akcja";" 36 metrów";" W, S";" Natychmiastowy";" Wybierz jedną istotę, obiekt lub magiczny efekt w zasięgu czaru. Każde zaklęcie 3. lub niższego kręgu wpływające na nie, dobiega końca. Dla każdego zaklęcia z kręgu 4. lub wyższego, działającego na wybrany cel, wykonaj test swojej cechy bazowej o ST w wysokości 10 + krąg czaru. Po udanym rzucie, to zaklęcie zostaje rozproszone.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4. kręgu, automatycznie rozpraszasz działające na wybrany cel zaklęcia z kręgu równego, lub mniejszego niż ten, z którego rzucasz<br>rozproszenie magii.";"Druid"
"3";"ROZROST ROŚLIN";" Przemiany, 3. krąg";" 1 akcja lub 8 godzin";" 45 metrów";" W, S";" Natychmiastowy";" Przy pomocy tego zaklęcia, wzmagasz siły życiowe roślinności na określonym obszarze. Możesz to zrobić na dwa sposoby, zapewniając jej natychmiastowe lub długoterminowe korzyści.<br>Jeśli rzucasz to zaklęcie, używając pojedynczej akcji podstawowej, wybierz punkt w jego zasięgu. Zwyczajna roślinność w promieniu 30 metrów od niego, stanie się wybujała i przerośnięta. Stworzenia podróżujące przez ten obszar, muszą zużyć 4 metry szybkości, by przemieścić się o 1 metr. <br><br>W obrębie obszaru obejmowanego zaklęciem, możesz wskazać dowolnego rozmiaru strefy, które wyłączasz spod jego działania.<br><br>Jeżeli rzucasz to zaklęcie przez 8 godzin, użyźniasz ziemię w okolicy. Roślinność w promieniu 750 metrów od wskazanego<br>punktu w zasięgu czaru, zostaje na 1 rok wyjątkowo odżywione. Podczas zbiorów, wyda dwa razy większe plony niż zwykle.";"Druid"
"3";"SPACER PO WODZIE";" Przemiany, 3. krąg rytuał";" 1 akcja";" 9 metrów";" W, S, M (kawałek korka)";" 1 godzina";" Ten czar zapewnia zdolność poruszania się po powierzchni cieczy lub podobnej substancji - wody, kwasu, błota, śniegu, ruchomych piasków, a nawet lawy - jakby była bezpiecznym stałym gruntem (choć istota chodząca po lawie wciąż może otrzymać obrażenia od gorąca). Możesz zapewnić tę zdolność na czas trwania czaru maksymalnie 10 przychylnym ci istotom, które widzisz w zasięgu.<br><br>Jeżeli obejmiesz zaklęciem istotę zanurzoną w płynie, to zostanie ona wyniesiona na powierzchnię z prędkością 18 m na rundę.";"Druid"
"3";"ŚCIANA WICHRU";" Wywoływanie, 3. krąg";" 1 akcja";" 36 metrów";" W, S, M (malutki wachlarz i egzotyczne pióro)";" Koncentracja, do 1 minuty";" Ze wskazanego miejsca na ziemi, położonego w zasięgu czaru, bucha ściana silnego wiatru. Możesz nadać jej wymiary do 15 metrów długości, do 4,5 metra wysokości i 30 centymetrów grubości oraz dowolnie ją ukształtować, o ile stworzy ciągłą<br>linię na poziomie gruntu. Ściana utrzymuje się przez cały czas działania zaklęcia. <br>Gdy ściana się pojawia, wszystkie stworzenia przebywające na jej obszarze muszą wykonać rzut obronny na Siłę. W przypadku niepowodzenia, otrzymują 3k8 obrażeń obuchowych. Udany rzut zmniejsza obrażenia o połowę. <br><br>Silny wiatr odpycha mgłę, dym i gaz. Małe i mniejsze latające istoty lub obiekty, nie mogą przedostać się przez ścianę. Luźne, lekkie rzeczy dostające się w obszar wiatru zostają porwane ku górze. Wystrzelone przez ścianę strzały, bełty i inne zwyczajne pociski, zostają odbite ku górze i automatycznie chybiają. (Nie dotyczy to głazów miotanych przez olbrzymy lub machiny oblężnicze oraz podobnych pocisków). Przez ścianę nie mogą przedostać się istoty w formie gazowej.";"Druid"
"3";"ŚNIEŻYCA";" Przywoływanie, 3. krąg";" 1 akcja";" 45 metrów";" W, S, M (szczypta pyłu lub kilka krople wody)";" Koncentracja (do 1 minuty)";" Marznący deszcz ze śniegiem pada podczas działania czaru na obszarze w kształcie cylindra o wysokości 6 metrów i promieniu 12 metrów, z punktem wyjścia we wskazanym miejscu w zasięgu czaru. Tworzy obszar pozbawiony<br>widoczności i gasi nieosłonięte płomienie.<br><br>Ziemia na obszarze czaru pokrywa się mokrym lodem, czyniącym z niej trudny teren. Stworzenie wchodzące w obszar czaru po raz pierwszy w swojej turze, lub rozpoczynające na nim swoją turę, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, zostaje powalone.<br><br>Istota rozpoczynająca swoją turę w obszarze objętym śnieżycą i koncentrująca się na zaklęciu, musi wykonać rzut obronny na Kondycję o ST rzutu obronnego przeciw twoim czarom. W przypadku niepowodzenia traci koncentrację.";"Druid"
"3";"ŚWIATŁO DNIA";" Wywoływanie, 3. krąg";" 1 akcja";" 18 metrów";" W, S";" 1 godzina";" Z wybranego punktu w zasięgu czaru, wyłania się kula jasnego światła o promieniu 18m.<br><br>Jeśli jako cel zaklęcia wskażesz przedmiot, który trzymasz, albo taki, którego nie trzyma ani nie nosi ktoś inny, to światło dobywa się z tego przedmiotu i przemieszcza się wraz z nim. Można je stłumić, zakrywając całkowicie świecący obiekt czymś nieprzezroczystym, np miską lub hełmem.<br><br>W przypadku nawet częściowego nakładania się obszaru tego czaru na obszar ciemności stworzonej zaklęciem kręgu 3. lub niższego, zaklęcie tworzące ciemność zostaje rozproszone.";"Druid"
"3";"WEZWANIE BŁYSKAWICY";" Przywoływanie, 3. krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 10 minut";" W punkcie, który widzisz w zasięgu czaru bezpośrednio nad sobą, przywołujesz burzową chmurę w kształcie walca o wysokości 3 metrów i promieniu 18 metrów. Zaklęcie nie udaje się, jeżeli nie możesz zobaczyć punktu, w którym powinna pojawić się chmura (np. przebywasz w zbyt małym pomieszczeniu). Gdy rzucasz zaklęcie, wybierasz punkt znajdujący się pod chmurą, który widzisz. Z chmury wylatuje piorun i uderza w wybrane miejsce. Każda istota znajdująca się do 1,5 metra od niego, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 3k10 obrażeń od elektryczności. Udany rzut zmniejsza obrażenia o połowę. W każdej ze swoich tur do końca działania czaru, możesz wykorzystać swoją akcję, by ponownie wezwać błyskawicę i uderzyć ten sam lub inny punkt. Gdy rzucasz to zaklęcie, przebywając na zewnątrz przy burzowej pogodzie, możesz przejąć kontrolę nad istniejącą burzą, zamiast wywoływać nową. W takim wypadku, obrażenia z tego zaklęcia wzrastają o 1k10. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. zwiększasz zadawane obrażenia o 1k10.";"Druid"
"3";"WTOPIENIE W KAMIEŃ";" Przemiany, 3. krąg (rytuał)";" 1 akcja";" Dotyk";" W, S";" 8 godzin";" Wkraczasz w kamienny blok lub powierzchnię, o ile są wystarczająco duże, by zmieścić cię w całości, i na czas trwania czaru stapiasz siebie i swoje wyposażenie z kamieniem. Wykorzystując swój ruch, wchodzisz w kamień w miejscu, którego możesz dotknąć. Nic nie zdradza twojej obecności w kamieniu i nie sposób cię wykryć niemagicznymi zmysłami. Gdy jesteś stopiony z kamieniem, nie widzisz, co dzieje się na zewnątrz niego, i masz utrudnienie we wszystkich testach Mądrości (Percepcja) przeprowadzonych, by usłyszeć dźwięki z zewnątrz. Jesteś świadom upływu czasu i możesz rzucać na siebie zaklęcia. Możesz przeznaczyć swój ruch na opuszczenie kamienia w miejscu, w którym do niego wszedłeś, co powoduje, ze czar się kończy. Poza tym, nie możesz się ruszać. Niewielkie uszkodzenia kamienia nie szkodzą ci, ale jego częściowe zniszczenie lub zmiana jego kształtu (powodująca, że przestaniesz się w nim mieścić), wypycha cię z kryjówki, zadając ci 6k6 obrażeń obuchowych. Całkowite zniszczenie kamienia (lub jego przemiana w inną substancję), również cię z niego usuwa i zadaje 50 obrażeń obuchowych. Wyparty z kamienia padasz powalony w wolnym miejscu, najbliższym punktu wejścia do kamienia.";"Druid"
"4";"BURZA LODU";" Wywoływanie, 4. krąg";" 1 akcja";" 90 metrów";" W, S, M (szczypta pyłu i kilka kropli wody)";" Natychmiastowy";" W ziemię uderzają twarde jak skała lodowe odłamki. Gradobicie ma kształt walca o promieniu 6 metrów i wysokości 12 metrów, którego punkt wyjścia znajduje się w zasięgu czaru.<br><br>Każde stworzenie w tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 2k8 obrażeń obuchowych i 4k6 obrażeń od zimna. Udany rzut zmniejsza obrażenia o połowę.<br><br>Do końca twojej następnej tury, grad zmienia obszar działania czaru w trudny teren.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz obrażenia obuchowe o 1k8.";"Druid"
"4";"CHWYTNE PNĄCZE";" Przywoływanie, 4. krąg";" 1 akcja dodatkowa";" 9 metrów";" W, S";" Koncentracja, do 1 minuty";" Przywołujesz pnącze wyrastające z podłoża w wybranym wolnym miejscu, które widzisz w zasięgu czaru. Następnie możesz rozkazać mu, by rzuciło się na widoczną dla ciebie istotę w obrębie 9 metrów od niego. Cel musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, pnącze przyciąga go o 6 metrów do siebie.<br><br>W czasie trwania czaru możesz w każdej swojej turze w ramach akcji dodatkowej nakazać pnączu zaatakowanie tej samej lub innej istoty.";"Druid"
"4";"DOMINACJA NAD BESTIĄ";" Uroki, 4. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Jeśli bestia nie zda rzutu obronnego na Mądrość, zostanie zauroczona. Ma ułatwienie w tym teście, jeśli akurat walczyła z tobą lub twoimi sojusznikami. Będąc przytomnym, możesz wydawać telepatyczne polecenia zauroczonemu zwierzęciu. Możesz posłużyć się prostym i ogólnym rozkazem, takim jak: ,,Zaatakuj go, ,,Pobiegnij tam'' czy ,,Przynieś tamten przedmiot. Jeśli zwierzę po wypełnieniu polecenia nie otrzyma kolejnego, będzie ograniczało się do obrony własnej. W ramach swojej akcji możesz przejąć nad, zauroczonym zwierzęciem całkowitą kontrolę. Do końca twojej następnej tury, będzie wykonywało tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Możesz zmusić je też do podjęcia reakcji, ale musisz na to zużyć również swoją. Za każdym razem, gdy zniewolone zwierzę otrzyma obrażenia, ponawia rzut obronny na Mądrość. Jeśli odniesie sukces, czar się kończy. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę 5. kręgu, wydłużasz maksymalny czas trwania do 10 minut. Wykorzystując komórkę 6. kręgu, wydłużasz maksymalny czas trwania do 1 godziny, a wykorzystując komórkę kręgu 7. lub wyższego - do 8 godzin (przy koncentracji).";"Druid"
"4";"ILUZORYCZNY TEREN";" Iluzje, 4. krąg";" 10 minut";" 90 metrów";" W, S, M (kamień, gałązka i fragment rośliny zielonej)";" 24 godziny";" Sprawiasz, że naturalny teren w obrębie sześcianu o boku 45 metrów zaczyna wyglądać, pachnieć i brzmieć, jakby był naturalnym terenem innego typu. Pole albo droga mogą wydać się bagniskiem, wzgórzem, rozpadliną lub innym trudnym albo wręcz nieprzebytym terenem. Staw możesz skryć pod iluzją wonnej łąki, przepaść pokazać jako łagodny stok, skalisty wąwóz może zostać szeroką i równą drogą. Nie wpływasz na wygląd wytworzonych obiektów znajdujących się na tym obszarze, takich jak budowle czy wyposażenie, ani przebywających tam stworzeń.<br><br>Namacalnie teren nie ulega jednak zmianie, więc stworzenia wchodzące na jego obszar łatwo przejrzą iluzję. Jeśli różnica w dotyku nie jest oczywista, istota badająca uważnie iluzję może wykonać test Inteligencji (Śledztwo) o ST rzutu<br>obronnego przeciw twoim czarom, by przestać w nią wierzyć. Istota, która przejrzała iluzję, widzi jej nikły obraz nałożony na prawdziwy teren.";"Druid"
"4";"KAMIENNA SKÓRA";" Odpychanie, 4. krąg";" 1 akcja";" Dotyk";" W, S, M (diamentowy pył o wartości 100 sz, zużywany przez zaklęcie)";" Koncentracja, do 1 godziny";" Zaklęciem tym sprawiasz, że ciało dotkniętego przychylnego stworzenia staje się twarde jak głaz.<br><br>Do końca trwania czaru, jego cel jest odporny na niemagiczne obrażenia cięte, kłute i obuchowe.";"Druid"
"4";"KAMIENNY KSZTAŁT";" Przemiany, 4. krąg";" 1 akcja";" Dotyk";" W, S, M (miękka glina ukształtowana z grubsza na podobieństwo żądanego kształtu)";" Natychmiastowy";" Dotykasz kamiennego obiektu rozmiaru Średniego lub mniejszego, albo części kamienia, której żaden wymiar nie przekracza 1,5 metra, po czym dowolnie je formujesz.<br><br>Przykładowo, możesz uformować broń, posążek czy skrzynię z dużego kamienia albo otworzyć niewielkie przejście w murze, o ile nie jest on grubszy niż 1,5 metra.<br><br>Możesz także przekształcić kamienne drzwi lub ich futrynę tak, że nie dadzą się już otworzyć. Stworzony obiekt może mieć do dwóch zawiasów i zasuwę, ale bardziej zaawansowane elementy mechaniczne są niewykonalne.";"Druid"
"4";"KONTROLA WODY";" Przemiany, 4. krąg";" 1 akcja";" 90 metrów";" W, S, M (kropla wody, szczypta pyłu)";" Koncentracja, do 10 minut";" Kontrolujesz zbiornik wody mieszczący się w obrębie sześcianu o boku 30m. Wybierasz jeden efekt, w ramach akcji w swojej turze możesz go powtórzyć, albo wybrać inny.<br>*Powódź. <br>*Rozdzielenie wód. <br>*Zawrócenie biegu. <br>*Wir. <br><br>Dokładne działanie tej opcji, opisane na stronie 228.";"Druid"
"4";"ODNALEZIENIE ISTOTY";" Wieszczenie, 4. krąg";" 1 akcja";" Na siebie";" W, S, M (odrobina sierści psa gończego)";" Koncentracja, do 1 godziny";" Podajesz opis lub nazwę znanej ci istoty. <br> Wyczuwasz, w jakim kierunku się znajduje, o ile nie jest oddalona od ciebie o więcej niż 300 metrów. Jeśli się porusza, dowiadujesz się, w<br>jakim kierunku. <br><br>Przy pomocy tego czaru, możesz odnaleźć konkretną znaną istotę albo najbliższe stworzenie określonego rodzaju (na przykład człowieka albo jednorożca), o ile widziałeś takie przynajmniej raz z odległości do 9 metrów. Jeśli forma poszukiwanej istoty została zmieniona, na przykład zaklęciem polimorfia, to ten czar jej nie odnajdzie. Czar nie zadziała także, jeśli od poszukiwanej istoty dzieli cię płynąca woda o szerokości co najmniej 3 metrów (patrząc w<br>linii prostej).";"Druid"
"4";"OLBRZYMIE OWADY";" Przemiany, 4. krąg";" 1 akcja";" 9 metrów";" W,S";" Koncentracja, do 10 minut";" Dokonujesz przemiany nie więcej niż 10 stonóg, 3 pająków, 5 os albo 1 skorpiona znajdujących się w zasięgu czaru w ich olbrzymie odpowiedniki: olbrzymie stonogi, olbrzymie pająki, olbrzymie osy Lub olbrzymiego skorpiona.<br><br>Stworzenia wykonują twoje polecenia wydawane głosem. W walce działają co rundę w twojej turze, a ich akcje i ruch rozlicza MP, korzystając z ich statystyk. Przemienione zwierzę zachowuje swój rozmiar przez cały czas trwania czaru, chyba że wcześniej jego PW spadną do 0 lub wykorzystasz swoją akcję, by zakończyć efekt.<br><br>MP może pozwolić ci przemienić inne zwierzęta.<br>Przykładowo, przemieniona pszczoła mogłaby mieć te same statystyki co osa.";"Druid"
"4";"PLAGA";" Nekromancja, 4. krąg";" 1 akcja";" 9 metrów";" W, S";" Natychmiastowy";" Nekrotyczna energia oblepia istotę, którą wskażesz w zasięgu czaru, pozbawiając jej ciało wilgoci i żywotności. Cel zaklęcia musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 8k8 obrażeń nekrotycznych. Udany rzut zmniejsza obrażenia o połowę. Zaklęcie nie ma wpływu na konstrukty i nieumarłych. Jeśli celem zaklęcia jest magiczna roślina lub stworzenie typu roślinnego, to rzut obronny przeprowadza z utrudnieniem, a zaklęcie zadaje maksymalne obrażenia. Jeżeli zaś celem zaklęcia jest zwykła roślina nierozumna, na przykład drzewo czy krzew, to nie wykonuje ona rzutu obronnego, lecz od razu więdnie i umiera.<br><br>Na wyższych kręgach: Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz obrażenia o l k8.";"Druid"
"4";"POLIMORFIA";" Przemiany, 4. krąg";" 1 akcja";" 18 metrów";" W, S, M (kokon gąsienicy)";" Koncentracja, do 1 godziny";" Polimorfujesz istotę. Musi ona wykonać udany rzut obronny na Mądrość, by tego uniknąć. <br>zaklęcie nie działa na zmiennokształtnych, ani istoty mające 0 PW. Zmiana formy trwa, dopóki działa czar, a jego cel żyje i ma więcej niż 0 PW. Nową formą może być postać jakiejkolwiek bestii o stopniu wyzwania nie większym od SW polimorfowanej istoty (lub od jej poziomu, jeśli nie posiada ona stopnia wyzwania). Statystyki nowej formy, w tym cechy umysłowe, zostaną zastąpione statystykami wybranej bestii. Zachowany zostaje tylko charakter i osobowość.<br>Polimorfowana istota przyjmuje punkty wytrzymałości swojej nowej formy. Wracając do swej naturalnej postaci. powraca też do poziomu punktów wytrzymałości, jaki miała przed przemianą. Jeśli powraca do naturalnej postaci w efekcie spadku punktów wytrzymałości do 0, to pozostałe obrażenia otrzymuje jej naturalna forma. Jeśli w efekcie jej naturalne PW nie spadną do 0, pozostaje przytomna. Akcje istoty ograniczone są możliwościami jej nowej formy, a przy tym nie może mówić, rzucać zaklęć ani przeprowadzać innych akcji wymagających użycia rąk lub mowy. Wyposażenie stapia się z nową formą i istota nie może z niego korzystać ";"Druid"
"4";"PRZYWOŁANIE LEŚNYCH ISTOT";" Przywoływanie, 4. krąg";" 1 akcja";" 18 metrów";" W,S,M (po jednej jagodzie ostrokrzewu na każdą przywoływaną istotę)";" Koncentracja, do 1 godziny";" Przywołujesz fey, by pojawiły się w wolnej przestrzeni, którą widzisz w zasięgu czaru. Wybierz jedną z możliwości:<br>*1 fey o stopniu wyzwania nie większym niż 2,<br>*2 fey o stopniu wyzwania nie większym niż 1,<br>*4 fey o stopniu wyzwania nie większym niż ½,<br>*8 fey o stopniu wyzwania nie większym niż ¼<br>Przywołana istota znika, kiedy jej punkty wytrzymałości spadają do 0, lub gdy czar dobiega końca. Istoty są przyjazne tobie i twoim sprzymierzeńcom. Wykonujesz za nie (grupowo) rzut na inicjatywę, gdyż będą działać w swojej turze. Są posłuszne twoim słownym poleceniom (nie wymagają one twojej akcji). Jeśli nie wydasz polecenia, przywołane istoty ograniczą się do obrony przed wrogami, ale nie będą wykonywać innych akcji. MP dysponuje statystykami przyzwanych istot. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę wyższego kręgu, przywołujesz więcej istot z wybranego wariantu: dwa razy więcej na 6. kręgu i trzy razy więcej na 8. kręgu.";"Druid"
"4";"PRZYWOŁANIE MNIEJSZYCH ŻYWIOŁAKÓW";" Przywołanie, 4. krąg";" 1 minuta";" 27 metrów";" W, S";" Koncentracja, do 1 godziny";" Wybierz jedną z możliwości przywołanych żywiołaków:<br>*1 żywiołak o stopniu wyzwania nie większym niż 2,<br>*2 żywiołaki o stopniu wyzwania nie większym niż 1,<br>*4 żywiołaki o stopniu wyzwania nie większym niż ½,<br>*8 żywiołaków o stopniu wyzwania nie większym niż ¼.<br>Przywołana istota znika, kiedy jej punkty wytrzymałości spadają do 0 lub gdy czar dobiega końca. Istoty są przyjazne tobie i twoim sprzymierzeńcom. Wykonujesz za nie (grupowo) rzut na inicjatywę, gdyż będą działać w swojej turze. Są posłuszne twoim słownym poleceniom (nie wymagają one twoich akcji). Jeśli nie wydasz<br>polecenia, przywołane istoty ograniczą się do obrony przed wrogami, ale nie będą podejmować innych akcji. MP dysponuje statystykami przywołanych żywiołaków. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę wyższego kręgu, przywołujesz więcej istot z wybranego wariantu: dwa razy więcej na 6. kręgu i trzy razy więcej na 8. kręgu.";"Druid"
"4";"SWOBODA RUCHU";" Odpychanie, 4. krąg";" 1 akcja";" Dotyk";" W, S, M (rzemień zawiązany wokół ramienia lub podobnej kończyny)";" 1 godzina";" Dotykasz przychylnej ci istoty. Przez czas trwania czaru na jej poruszanie się nie wpływa trudny teren, a zaklęcia i magiczne efekty nie mogą zredukować jej szybkości ani spowodować paraliżu lub unieruchomienia. <br><br>Istota będąca pod wpływem tego zaklęcia, może również zużyć 1.5 metra szybkości, aby automatycznie oswobodzić się z niemagicznych więzów, takich jak kajdany albo bycie pochwyconą.<br><br>Ponadto przebywanie pod wodą nie powoduje u niej kar do ruchu i ataków";"Druid"
